"","Release_number","interview_id","State","Family_comp_change","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","family_identifier","head_marital_status","hd_employ_status","hd_occ","hd_ind","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_change_in_marital_status","hd_edu","wf_edu","hd_adj_income"
"11846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11847",6,4664,31,1,2001,60,1,59,0,0,3011,1,2,652,398,0,5,1,151,347,5,21,0,16000,14000,5,138,7,3,130,6,1,0,0,0,0,1,0,0,0,0,1,16,15,10277.5888687356
"11848",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11849",6,5733,31,0,2001,37,1,0,1,13,3012,4,3,0,0,0,0,2,0,0,0,0,3,120000,0,2,170,6,0,0,0,0,0,0,0,0,2,9,1,5,0,2,17,0,77081.9165155169
"11850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11851",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11852",6,2340,31,1,2001,46,1,37,0,0,3013,1,1,4,739,0,5,1,0,0,0,30,4,46000,0,3,140,7,3,110,6,4,1,5,0,0,4,0,0,0,0,1,16,12,29548.0679976148
"11853",6,5730,0,9,2001,67,1,59,1,2,3013,1,4,0,0,0,0,1,0,0,0,998,998,0,0,2,140,6,2,120,4,4,0,0,0,0,4,0,0,0,0,8,10,99,0
"11854",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11855",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11856",6,567,31,0,2001,50,2,0,0,0,3016,2,6,0,0,0,0,3,0,0,0,0,0,0,0,5,170,5,0,0,0,0,0,0,0,0,2,2,1,2,0,2,0,0,0
"11857",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11858",6,6579,31,0,2001,31,2,0,3,7,3018,2,1,602,259,30,5,3,0,0,0,0,15,7000,0,1,115,5,0,0,0,0,0,0,0,0,1,0,0,0,1,2,11,0,4496.44513007182
"11859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11860",6,3747,31,0,2001,54,1,43,1,6,3019,1,1,694,168,0,5,1,902,777,5,32,5,20000,17000,2,129,8,2,138,0,7,3,5,0,10,7,0,0,0,10,1,6,11,12846.9860859195
"11861",6,5851,31,1,2001,25,1,24,2,1,3020,1,3,0,0,0,0,1,0,0,0,40,10,14720,0,3,140,4,3,120,4,1,0,0,0,2,1,1,1,0,2,1,99,12,9455.38175923674
"11862",6,1653,31,0,2001,40,2,0,2,9,3021,5,1,85,677,0,5,3,0,0,0,0,8,21000,0,3,130,2,0,0,0,0,0,0,0,0,5,0,0,0,1,2,15,0,13489.3353902155
"11863",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11865",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11866",6,2382,31,0,2001,62,2,0,0,0,3022,5,1,925,848,40,1,3,0,0,0,0,12,7000,0,2,140,1,0,0,0,0,0,0,0,0,5,2,5,0,1,2,99,0,4496.44513007182
"11867",6,5012,31,0,2001,41,1,38,2,5,3023,1,1,714,409,0,5,1,0,0,0,40,8,9999998,0,5,240,6,3,139,11,4,0,0,0,10,4,9,1,4,10,1,16,99,6423491.75826113
"11868",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11869",6,2204,31,1,2001,49,1,30,2,1,3024,1,1,663,319,0,1,1,0,0,0,35,3,13100,0,3,152,4,3,138,0,5,0,0,0,1,5,0,0,0,1,1,6,6,8414.77588627726
"11870",6,3633,31,0,2001,40,1,39,2,4,3025,1,1,100,878,0,5,1,0,0,0,28,0,24000,0,4,186,11,3,135,6,5,0,0,0,1,5,0,0,0,1,1,99,15,15416.3833031034
"11871",6,6746,31,0,2001,37,1,0,1,9,3026,4,1,4,709,0,5,2,0,0,0,0,15,9999998,0,3,180,7,0,0,0,0,0,0,0,0,2,3,1,3,10,2,0,0,6423491.75826113
"11872",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11873",6,5447,31,1,2001,42,2,0,3,1,3027,5,1,982,769,0,5,3,0,0,0,0,30,26000,0,2,162,6,0,0,0,0,0,0,0,0,2,0,0,0,8,2,12,0,16701.0819116953
"11874",6,6182,31,8,2001,54,2,0,0,0,3028,2,1,925,839,0,5,3,0,0,0,0,20,41000,0,3,182,2,0,0,0,0,0,0,0,0,2,0,0,0,8,8,8,0,26336.3214761349
"11875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11879",6,6423,31,3,2001,76,2,0,0,0,3031,3,6,0,0,0,0,3,0,0,0,0,10,0,0,4,156,6,0,0,0,0,0,0,0,0,2,0,0,0,8,4,8,0,0
"11880",6,2549,31,1,2001,44,2,0,1,14,3032,2,1,56,937,0,5,3,0,0,0,0,3,44000,0,2,130,0,0,0,0,0,0,0,0,0,2,9,1,4,8,2,16,0,28263.3693890229
"11881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11883",6,821,31,0,2001,44,2,0,1,9,3033,2,1,982,769,0,5,3,0,0,0,0,8,15000,0,1,175,3,0,0,0,0,0,0,0,0,2,0,0,0,8,2,14,0,9635.23956443961
"11884",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11885",6,2812,31,1,2001,42,1,41,1,14,3034,1,1,714,409,0,5,1,223,887,5,13,13,16000,32000,2,190,98,3,160,0,5,0,0,0,1,5,0,0,0,1,1,14,17,10277.5888687356
"11886",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11889",6,338,31,1,2001,34,1,32,0,0,3035,1,1,916,777,40,5,1,610,327,5,20,10,36000,36000,1,150,2,2,125,1,5,1,1,4,1,5,1,1,3,1,1,15,16,23124.5749546551
"11890",6,7213,31,1,2001,45,1,41,4,1,3036,1,1,283,697,0,5,1,0,0,0,20,0,20000,12000,3,200,6,2,130,4,5,2,5,0,1,5,0,0,0,1,1,5,11,12846.9860859195
"11891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11892",6,5961,31,3,2001,42,2,0,0,0,3038,5,1,922,828,0,5,3,0,0,0,0,8,28000,0,3,175,8,0,0,0,0,0,0,0,0,2,0,0,0,8,3,12,0,17985.7805202873
"11893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11895",6,1261,31,0,2001,64,1,57,0,0,3039,1,1,145,867,0,5,1,0,0,0,3,3,52000,0,2,170,8,2,180,7,7,0,0,0,8,7,1,1,5,8,1,17,99,33402.1638233907
"11896",6,6239,31,8,2001,46,1,43,1,9,3040,1,3,0,0,0,0,1,144,857,5,28,4,9999998,0,3,165,7,4,120,4,4,0,0,0,10,4,0,0,0,10,8,16,16,6423491.75826113
"11897",6,5729,31,4,2001,40,1,38,2,9,3041,1,1,680,208,0,5,1,303,509,5,21,4,25000,18000,3,170,8,3,145,5,4,0,0,0,10,4,0,0,0,8,5,8,12,16058.7326073994
"11898",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11899",6,5404,31,8,2001,61,1,58,0,0,3041,1,5,0,0,0,0,1,0,0,0,35,0,0,0,5,189,6,3,170,0,4,0,0,0,8,4,0,0,0,8,8,7,7,0
"11900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11901",6,7192,22,0,2001,41,1,42,1,6,3043,1,1,690,337,0,1,1,902,839,5,28,10,30000,18000,2,185,0,2,170,8,7,0,0,0,10,7,0,0,0,8,1,12,7,19270.4791288792
"11902",6,5906,31,8,2001,43,2,0,0,0,3044,5,1,75,848,0,5,3,0,0,0,0,4,75000,0,4,999,5,0,0,0,0,0,0,0,0,2,1,1,5,8,8,17,0,48176.1978221981
"11903",6,3287,31,0,2001,42,1,39,2,6,3045,1,1,65,828,0,5,1,65,828,5,4,2,125000,150000,1,180,8,1,135,4,4,0,0,0,10,4,0,0,0,10,1,99,99,80293.6630369968
"11904",6,4921,37,0,2001,63,1,49,4,9,3046,1,1,481,219,0,5,1,630,779,5,28,30,25000,12000,1,130,6,3,116,2,4,0,0,0,10,4,9,1,4,8,1,16,12,16058.7326073994
"11905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11906",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11907",6,7114,31,0,2001,27,1,32,3,4,3047,1,8,0,0,0,0,1,630,669,5,10,20,0,9000,3,155,4,2,998,0,5,0,0,0,1,5,0,0,0,1,1,12,12,0
"11908",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11909",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11912",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11914",6,3047,31,1,2001,57,2,0,2,1,3052,2,1,925,848,0,5,3,0,0,0,0,5,17000,0,3,200,0,0,0,0,0,0,0,0,0,2,0,0,0,8,2,6,0,10919.9381730316
"11915",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11916",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11917",6,2256,12,1,2001,49,1,49,0,0,3053,1,1,13,189,45,5,1,13,247,5,15,5,55000,44000,3,170,6,2,128,11,1,0,0,0,1,1,0,0,0,1,1,16,15,35329.2117362786
"11918",6,6350,12,5,2001,23,2,0,0,0,3053,2,1,183,137,20,5,3,0,0,0,0,1,10000,0,2,125,6,0,0,0,0,0,0,0,0,1,1,1,5,0,8,17,0,6423.49304295974
"11919",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11921",6,3084,12,0,2001,56,1,62,1,3,3054,1,1,461,187,0,5,1,283,609,5,12,10,50000,8000,1,158,5,3,150,1,5,0,0,0,1,5,0,0,0,1,1,14,7,32117.4652147987
"11922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11923",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11924",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11925",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11926",6,303,12,0,2001,39,1,43,2,3,3055,1,1,916,669,4,5,1,142,857,5,50,10,1000,15000,1,150,0,3,105,5,7,9,1,5,13,7,9,1,4,13,1,16,17,642.349304295974
"11927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11928",6,2577,12,0,2001,36,1,0,1,12,3056,4,1,75,838,0,5,2,0,0,0,0,16,80705,0,2,160,2,0,0,0,0,0,0,0,0,2,9,1,5,10,2,17,0,51840.8006032066
"11929",6,162,12,0,2001,41,2,0,0,0,3056,4,1,283,657,0,5,3,0,0,0,0,8,36000,0,2,150,9,0,0,0,0,0,0,0,0,2,9,1,1,8,2,13,0,23124.5749546551
"11930",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11931",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11933",6,7086,12,1,2001,26,1,27,1,6,3057,1,1,303,838,0,5,1,314,297,5,14,7,27000,17000,3,195,4,3,155,3,5,1,5,0,8,5,1,1,0,8,1,99,8,17343.4312159913
"11934",6,7216,12,5,2001,46,2,0,2,1,3057,5,1,680,118,0,5,3,0,0,0,0,28,12000,0,4,190,0,0,0,0,0,0,0,0,0,5,0,0,0,1,8,12,0,7708.19165155169
"11935",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11936",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11937",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11938",6,6840,12,1,2001,39,1,37,6,1,3058,1,1,473,757,10,5,1,0,0,0,35,0,16800,0,4,200,4,1,138,4,5,0,0,0,0,5,0,0,0,1,1,6,6,10791.4683121724
"11939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11942",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11943",6,5423,12,8,2001,50,1,39,2,10,3059,1,3,0,0,0,0,1,944,787,5,42,10,9999998,12000,3,160,5,1,150,4,4,0,0,0,10,4,0,0,0,10,8,16,99,6423491.75826113
"11944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11945",6,2961,21,0,2001,37,1,39,3,2,3061,1,1,220,219,0,5,1,0,0,0,28,5,96000,0,2,170,7,1,100,4,4,9,1,4,99,4,1,1,4,99,1,16,16,61665.5332124135
"11946",6,5460,21,1,2001,27,1,28,0,0,3062,1,1,751,67,0,1,1,0,0,0,30,10,40000,20000,3,180,0,3,140,4,5,0,0,0,1,5,0,0,0,1,1,3,12,25693.972171839
"11947",6,4644,21,0,2001,43,1,43,4,7,3063,1,5,0,0,0,0,1,692,219,5,14,0,0,22156,5,140,0,3,160,2,5,0,0,0,1,5,0,0,0,1,1,6,8,0
"11948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11949",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11951",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11952",6,6644,37,0,2001,38,1,34,2,2,3066,1,1,45,357,0,5,1,45,357,5,10,2,75000,51000,3,150,4,3,110,1,4,9,1,5,0,4,0,0,0,0,1,99,17,48176.1978221981
"11953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11954",6,1613,8,0,2001,48,1,0,0,0,3068,2,1,145,917,0,5,2,0,0,0,0,3,30000,0,3,140,11,0,0,0,0,0,0,0,0,1,9,1,5,10,2,17,0,19270.4791288792
"11955",6,7067,19,0,2001,38,1,40,0,0,3069,1,3,0,0,0,0,1,903,728,5,15,0,0,16000,4,185,2,2,130,4,5,0,0,0,1,5,0,0,0,1,1,14,12,0
"11956",6,4268,19,0,2001,48,1,46,1,13,3070,4,1,912,669,0,5,1,901,777,5,28,0,23400,22000,4,220,7,4,162,5,5,0,0,0,1,5,0,0,0,1,1,15,14,15030.9737205258
