"","Release_number","interview_id","State","Family_comp_change","family_identifier","Year","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","hd_employ_status","hd_occ","hd_ind","hd_hrs_work_per_week","hd_wtr_unemployed","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","hd_housework_hrs","wf_housework_hrs","hd_wage","wf_wage","hd_health","hd_weight","hd_height","wf_health","wf_weight","wf_height","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_edu","wf_edu","hd_change_in_marital_status","hd_adj_income"
"11973",7,6539,9,0,3081,2007,75,1,0,0,0,5,4,0,0,0,5,2,0,0,0,0,14,0,0,2,142,8,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,2,0
"11974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11977",7,6503,9,0,3084,2007,59,1,34,2,5,1,4,0,0,0,5,1,360,827,5,15,40,0,17000,4,208,10,4,998,98,1,0,0,0,1,1,0,0,0,1,17,12,1,0
"11978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11979",7,7123,9,3,3085,2007,47,2,0,0,0,3,1,411,868,0,5,3,0,0,0,0,10,15000,0,3,134,6,0,0,0,0,0,0,0,0,1,1,1,0,0,12,0,4,8358.80933098745
"11980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11982",7,6229,9,9,3085,2007,70,2,0,0,0,4,1,423,929,55,5,3,0,0,0,0,30,9999998,0,3,150,4,0,0,0,0,0,0,0,0,1,0,0,0,1,14,0,8,5572538.43948372
"11983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11984",7,8089,9,0,3086,2007,40,1,39,2,3,1,1,485,768,45,5,1,512,358,5,12,6,51000,45000,2,175,8,2,135,7,1,1,1,4,1,1,1,1,3,1,15,16,1,28419.9517253573
"11985",7,6414,9,0,3087,2007,54,1,55,0,0,1,1,914,619,60,5,1,512,497,5,25,10,30000,22000,3,150,6,3,128,3,1,2,5,0,1,1,2,1,2,1,14,6,1,16717.6186619749
"11986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11988",7,6964,9,0,3088,2007,38,1,36,2,12,1,1,876,396,50,5,1,570,786,5,35,35,40000,13000,2,216,8,2,180,3,1,1,1,1,1,1,1,1,1,1,13,13,1,22290.1582159665
"11989",7,7046,9,1,3088,2007,65,1,61,0,0,1,4,422,786,40,5,1,476,497,5,30,0,17000,11000,5,149,6,3,190,2,1,0,0,0,1,1,0,0,0,1,14,12,1,9473.31724178577
"11990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11991",7,7969,9,6,3088,2007,33,1,39,0,0,1,1,516,688,40,5,1,593,688,5,0,4,34000,35000,2,230,2,2,150,2,1,2,5,0,1,1,1,1,2,1,14,11,8,18946.6344835715
"11992",7,7171,9,0,3089,2007,57,1,0,0,0,4,1,422,786,40,5,2,0,0,0,0,0,32000,0,4,190,10,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,2,17832.1265727732
"11993",7,6396,29,0,3089,2007,64,2,0,0,0,4,1,360,827,40,5,3,0,0,0,0,10,18704,0,4,172,4,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0,2,10422.8779817859
"11994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11995",7,1248,42,1,3090,2007,52,1,50,1,13,1,1,146,207,40,5,1,140,819,5,30,15,100000,110000,4,160,8,3,110,3,4,9,1,5,0,4,9,1,5,0,99,99,1,55725.3955399163
"11996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11997",7,1824,42,1,3091,2007,56,1,52,0,0,1,1,136,739,50,5,1,230,786,1,30,2,125000,450,3,190,10,3,120,3,4,9,1,4,1,4,9,1,4,8,99,99,1,69656.7444248954
"11998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12001",7,7995,0,0,3093,2007,48,2,0,1,11,2,1,306,819,42,5,3,0,0,0,0,15,6900,0,2,162,4,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,2,3845.05229225423
"12002",7,1358,42,0,3094,2007,40,1,37,3,7,1,1,822,308,40,5,1,0,0,5,30,0,25000,0,3,175,98,2,190,98,1,0,0,0,1,1,0,0,0,1,12,9,1,13931.3488849791
"12003",7,2084,42,1,3095,2007,42,2,0,4,1,5,1,422,769,35,5,3,0,0,0,0,28,12000,0,3,295,2,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,6687.04746478996
"12004",7,2637,42,0,3095,2007,23,1,23,0,0,2,1,670,77,998,5,1,341,819,5,998,1,9999999,9999999,4,220,7,1,130,1,1,1,1,2,1,1,3,5,0,1,9,14,1,5572538.99673768
"12005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12006",7,1180,42,0,3095,2007,31,1,30,1,3,1,1,620,77,40,5,1,231,786,5,15,20,31000,2500,2,192,10,1,165,9,1,0,0,0,1,1,0,0,0,1,12,12,1,17274.8726173741
"12007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12008",7,4176,42,0,3096,2007,44,1,42,2,8,1,1,142,229,35,5,1,516,687,5,15,3,100000,45000,1,155,10,2,130,5,4,1,1,4,10,4,1,1,5,10,17,16,1,55725.3955399163
"12009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12011",7,2632,42,0,3098,2007,44,2,0,3,9,4,1,451,898,33,5,3,0,0,0,0,10,13000,0,5,170,4,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0,2,7244.30142018912
"12012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12014",7,5847,42,0,3099,2007,45,1,45,4,10,1,3,0,0,0,1,1,403,497,5,25,25,0,13000,3,135,10,3,170,5,1,0,0,0,1,1,2,5,0,1,12,16,1,0
"12015",7,8033,5,0,3100,2007,52,1,48,0,0,1,1,204,916,40,5,1,200,786,5,3,0,150000,24000,1,195,0,3,140,3,1,0,0,0,8,1,0,0,0,8,16,16,1,83588.0933098745
"12016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12017",7,7989,5,0,3101,2007,34,1,0,0,0,2,1,720,619,40,5,2,0,0,0,0,30,33000,0,3,130,4,0,0,0,0,0,0,0,0,4,0,0,0,10,9,0,2,18389.3805281724
"12018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12019",7,7032,5,8,3101,2007,35,1,35,2,1,1,1,452,899,65,5,1,452,899,5,7,7,30000,33000,3,998,7,2,95,1,4,1,5,0,10,4,0,0,0,10,12,12,8,16717.6186619749
"12020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12022",7,6547,10,0,3104,2007,36,1,35,1,3,1,1,102,738,45,5,1,284,648,5,8,4,9999999,9999999,2,165,6,2,998,2,7,9,1,5,10,7,9,1,5,10,99,99,1,5572538.99673768
"12023",7,4873,42,2,3105,2007,45,1,0,0,0,4,1,174,49,40,5,2,0,0,0,0,2,180000,0,1,150,7,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,3,100305.711971849
"12024",7,6420,5,1,3105,2007,44,2,0,0,0,4,1,153,629,40,5,3,0,0,0,0,20,60000,0,2,130,6,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,2,33435.2373239498
"12025",7,7296,5,5,3105,2007,23,2,0,0,0,2,1,100,739,35,5,3,0,0,0,0,3,55000,0,1,110,3,0,0,0,0,0,0,0,0,1,1,1,5,0,17,0,8,30648.967546954
"12026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12028",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12031",7,7720,5,0,3107,2007,33,1,30,1,2,1,1,420,866,0,5,1,402,866,5,49,24,9999998,9999998,2,175,0,2,115,0,7,0,0,0,1,7,0,0,0,1,12,12,1,5572538.43948372
"12032",7,4825,5,1,3108,2007,46,1,48,0,0,4,1,620,77,60,5,1,0,0,5,35,2,0,0,1,160,6,1,142,6,7,0,0,0,1,7,0,0,0,1,12,6,1,0
"12033",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12034",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12036",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12037",7,2078,45,0,3109,2007,47,1,51,1,13,1,1,100,738,40,5,1,516,687,5,10,3,71000,14000,2,140,6,3,110,11,4,9,1,4,8,4,1,1,5,8,17,99,1,39565.0308333406
"12038",7,2971,4,0,3109,2007,75,2,0,0,0,3,4,0,0,0,5,3,0,0,0,0,18,0,0,2,110,5,0,0,0,0,0,0,0,0,4,0,0,0,8,5,0,2,0
"12039",7,3368,4,0,3110,2007,56,1,55,3,3,1,1,962,639,35,5,1,365,797,5,10,20,9999998,9999998,3,160,5,1,155,6,1,0,0,0,1,1,0,0,0,1,6,6,1,5572538.43948372
"12040",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12041",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12042",7,4116,43,1,3111,2007,45,1,49,3,12,1,1,402,868,48,5,1,411,868,5,15,0,6000,6000,3,250,3,3,190,3,7,0,0,0,1,1,0,0,0,99,99,15,1,3343.52373239498
"12043",7,7543,4,1,3112,2007,50,1,45,1,17,1,1,72,778,40,5,1,0,0,5,40,5,75000,0,1,165,5,1,135,4,1,0,0,0,1,1,0,0,0,99,99,99,1,41794.0466549372
"12044",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12045",7,6061,4,0,3113,2007,42,1,47,1,11,5,1,470,479,50,5,1,470,479,5,15,0,18000,9999998,3,170,6,3,126,4,1,9,1,4,1,1,2,1,3,1,15,99,1,10030.5711971849
"12046",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12047",7,7668,4,0,3115,2007,50,1,51,1,17,1,1,642,77,40,5,1,0,0,5,998,14,0,0,1,150,7,4,180,6,1,0,0,0,1,7,0,0,0,1,9,12,1,0
"12048",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12049",7,5718,46,0,3116,2007,42,2,0,1,14,2,1,896,289,40,5,3,0,0,0,0,15,34000,0,3,120,3,0,0,0,0,0,0,0,0,4,9,1,2,10,99,0,2,18946.6344835715
"12050",7,2738,46,2,3117,2007,47,1,33,2,1,1,1,421,77,36,5,1,0,0,5,14,7,0,0,1,126,2,2,110,3,4,0,0,0,10,4,0,0,0,10,99,8,5,0
"12051",7,8285,46,1,3117,2007,26,2,0,0,0,2,1,586,957,40,5,3,0,0,0,0,9,35000,0,2,115,11,0,0,0,0,0,0,0,0,4,0,0,0,99,99,0,5,19503.8884389707
"12052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12053",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12054",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12057",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12058",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12059",7,5027,46,1,3119,2007,60,2,0,0,0,2,1,176,746,40,5,3,0,0,0,0,5,85000,0,3,100,3,0,0,0,0,0,0,0,0,7,0,0,0,10,17,0,2,47366.5862089289
"12060",7,8192,46,2,3120,2007,72,1,68,0,0,1,1,470,517,64,5,1,470,517,5,7,21,11000,0,2,180,6,2,120,2,1,0,0,0,13,1,0,0,0,13,16,12,1,6129.7935093908
"12061",7,7745,46,5,3120,2007,35,1,29,1,1,1,1,720,467,50,5,1,500,798,5,20,20,60000,34000,2,210,11,2,150,6,1,0,0,0,8,1,0,0,0,8,17,12,8,33435.2373239498
"12062",7,2662,45,0,3121,2007,52,1,50,0,0,1,1,110,959,0,5,1,0,0,5,20,5,75000,0,3,190,11,3,125,6,4,1,1,1,1,4,1,1,4,1,16,13,1,41794.0466549372
"12063",7,1083,4,0,3121,2007,25,2,0,0,0,2,1,254,787,15,5,3,0,0,0,0,1,10000,0,2,140,7,0,0,0,0,0,0,0,0,4,1,1,4,1,16,0,2,5572.53955399163
"12064",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12065",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12066",7,477,4,1,3122,2007,83,1,81,0,0,1,4,0,0,0,5,1,0,0,5,20,20,0,0,2,175,8,3,120,1,4,0,0,0,1,4,0,0,0,1,16,17,1,0
"12067",7,6953,4,0,3123,2007,55,1,52,0,0,1,1,136,77,45,5,1,102,359,5,5,10,112000,120000,2,162,11,3,145,4,4,9,1,5,10,4,9,1,5,10,99,99,1,62412.4430047063
"12068",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12070",7,8092,4,8,3125,2007,50,1,40,0,0,4,1,585,778,40,5,1,562,507,5,20,5,9999998,9999998,4,300,98,3,156,7,7,3,5,0,99,9,9,9,0,99,99,10,8,5572538.43948372
"12071",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12072",7,4466,4,0,3127,2007,43,1,0,2,2,2,1,874,237,0,5,2,0,0,0,0,5,19000,0,3,178,7,0,0,0,0,0,0,0,0,1,0,0,0,1,16,0,2,10587.8251525841
"12073",7,2593,4,1,3127,2007,42,2,0,0,0,3,1,422,769,40,5,3,0,0,0,0,7,15000,0,1,160,7,0,0,0,0,0,0,0,0,1,0,0,0,1,12,0,2,8358.80933098745
"12074",7,6739,4,5,3127,2007,18,2,0,0,0,2,1,411,868,38,1,3,0,0,0,0,21,5000,0,5,118,11,0,0,0,0,0,0,0,0,7,3,5,0,0,11,0,8,2786.26977699582
"12075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12076",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12077",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12078",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12079",7,2833,4,1,3130,2007,42,1,43,0,0,1,1,913,428,0,5,1,196,729,5,21,14,16000,14000,2,190,6,3,150,1,1,0,0,0,1,1,0,0,0,1,6,11,1,8916.06328638661
"12080",7,6609,4,0,3131,2007,36,2,0,2,10,2,1,775,396,40,5,3,0,0,0,0,14,24000,0,3,140,3,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,2,13374.0949295799
"12081",7,5149,4,0,3132,2007,46,2,0,0,0,4,1,411,866,32,5,3,0,0,0,0,7,21000,0,3,160,3,0,0,0,0,0,0,0,0,1,3,5,0,1,12,0,2,11702.3330633824
"12082",7,3936,4,0,3133,2007,40,1,27,4,2,1,5,0,0,0,5,1,405,868,5,10,40,0,9999998,3,220,6,3,160,8,1,0,0,0,1,1,0,0,0,1,12,6,1,0
"12083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12084",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
