"","Release_number","interview_id","Family_comp_change","family_identifier","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","hd_employ_status","hd_wtr_unemployed","hd_hrs_work_per_week","wtr_wf","wf_wtr_unemployed","wf_housework_hrs","hd_housework_hrs","wf_wage","hd_health","wf_health","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_occ","hd_ind","wf_occ","wf_ind","hd_wage","State","hd_edu","wf_edu","hd_change_in_marital_status","Year","hd_adj_income"
"22114",6,1414,0,6830,59,1,52,0,0,1,5,0,0,1,5,40,0,10735,5,4,2,1,5,0,8,2,3,5,0,8,0,0,283,609,0,23,10,12,1,1996,0
"22115",6,7145,0,6832,52,1,0,0,0,4,3,0,0,2,0,0,2,0,4,0,0,0,0,0,0,2,1,1,1,97,0,0,0,0,2999,4,13,0,2,1996,2044.59383228261
"22116",6,3165,1,6832,49,2,0,0,0,4,1,1,37,3,0,0,2,0,2,0,0,0,0,0,0,2,1,1,2,8,925,839,0,0,14999,4,14,0,2,1996,10225.6961955341
"22117",6,3288,0,6832,30,2,0,2,1,2,1,5,40,3,0,0,4,0,4,0,0,0,0,0,0,2,1,1,3,99,75,838,0,0,49998,4,15,0,2,1996,34086.5629964875
"22118",6,3164,0,6832,29,2,0,3,4,4,3,0,0,3,0,0,2,0,2,0,0,0,0,0,0,2,1,1,0,8,0,0,0,0,1418,4,99,0,2,1996,966.733595924221
"22119",6,6950,5,6832,27,1,0,1,2,4,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,5,0,8,0,0,0,0,4961,4,12,0,8,1996,3382.20406867423
"22120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22121",6,4191,1,6832,23,2,0,4,1,2,6,0,0,3,0,0,20,0,3,0,0,0,0,0,0,2,3,5,0,8,0,0,0,0,0,4,10,0,2,1996,0
"22122",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22124",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22127",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22128",6,5112,0,6833,63,2,0,1,16,4,4,0,0,3,0,0,0,0,5,0,0,0,0,0,0,2,2,1,1,8,0,0,0,0,0,4,13,0,2,1996,0
"22129",6,5728,0,6833,40,2,0,1,14,5,6,0,0,3,0,0,35,0,3,0,0,0,0,0,0,2,1,1,2,8,0,0,0,0,0,4,14,0,2,1996,0
"22130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22131",6,2023,0,6834,33,2,0,2,16,4,1,5,55,3,0,0,20,0,3,0,0,0,0,0,0,2,1,1,2,8,100,857,0,0,33999,10,14,0,2,1996,23179.1082706824
"22132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22135",6,7612,0,6835,39,1,0,0,0,4,1,5,40,2,0,0,4,0,1,0,0,0,0,0,0,1,1,5,0,8,690,108,0,0,21999,17,12,0,2,1996,14998.0059074308
"22136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22139",6,6229,0,6835,38,2,0,2,10,4,1,5,40,3,0,0,15,0,3,0,0,0,0,0,0,1,1,1,3,8,245,809,0,0,4500,17,15,0,2,1996,3067.91338621932
"22140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22141",6,5489,0,6836,74,1,0,0,0,4,4,0,0,2,0,0,7,0,4,0,0,0,0,0,0,2,1,1,2,8,0,0,0,0,0,4,14,0,2,1996,0
"22142",6,7308,0,6836,62,2,0,0,0,8,1,5,30,3,0,0,10,0,2,0,0,0,0,0,0,2,3,5,0,8,382,857,0,0,20038,4,10,0,2,1996,13661.0774295695
"22143",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22144",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22146",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22147",6,5478,0,6837,39,2,0,1,16,5,6,0,0,3,0,0,30,0,4,0,0,0,0,0,0,2,3,5,0,8,0,0,0,0,499,4,10,0,2,1996,340.197506605209
"22148",6,6947,0,6837,21,2,0,1,7,2,7,0,0,3,0,0,5,0,2,0,0,0,0,0,0,2,1,1,0,8,0,0,0,0,10999,4,99,0,2,1996,7498.66207445029
"22149",6,8059,0,6838,58,1,0,0,0,3,4,0,0,2,0,0,15,0,2,0,0,0,0,0,0,2,1,5,0,8,0,0,0,0,20999,39,12,0,2,1996,14316.2473771599
"22150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22151",6,8213,0,6838,31,1,0,0,0,2,1,5,40,2,0,0,10,0,3,0,0,0,0,0,0,2,1,5,0,8,706,587,0,0,14999,39,12,0,2,1996,10225.6961955341
"22152",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22153",6,1769,0,6838,28,1,27,1,3,1,1,5,60,1,5,3,1,12000,3,3,2,1,1,1,8,2,1,5,0,8,692,379,610,319,18999,39,12,13,1,1996,12952.730316618
"22154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22156",6,4199,3,6839,71,2,0,0,0,3,6,0,0,3,0,0,14,0,1,0,0,0,0,0,0,2,1,5,0,8,0,0,0,0,0,39,12,0,4,1996,0
"22157",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22158",6,5171,0,6839,41,2,0,0,0,5,1,5,40,3,0,0,15,0,2,0,0,0,0,0,0,2,1,5,0,8,310,669,0,0,8000,39,12,0,2,1996,5454.06824216768
"22159",6,4198,0,6839,43,2,0,0,0,2,3,5,30,3,0,0,3,0,3,0,0,0,0,0,0,2,1,5,0,8,984,769,0,0,15359,39,12,0,2,1996,10471.1292664317
"22160",6,3637,0,6839,39,1,41,2,12,1,1,5,40,1,5,10,3,29000,2,2,2,1,1,2,8,2,1,5,0,8,615,77,372,878,17999,39,12,14,1,1996,12270.971786347
"22161",6,3168,0,6839,38,2,0,0,0,2,1,5,32,3,0,0,12,0,3,0,0,0,0,0,0,2,1,5,0,8,912,778,0,0,8999,39,12,0,2,1996,6135.14501390837
"22162",6,4972,0,6839,36,1,36,3,7,1,1,5,50,1,5,12,0,11000,2,2,2,1,1,1,0,2,1,5,0,0,415,67,630,839,18999,39,12,13,1,1996,12952.730316618
"22163",6,4197,0,6839,34,2,0,4,2,4,6,0,0,3,0,0,40,0,3,0,0,0,0,0,0,2,1,5,0,8,0,0,0,0,0,39,12,0,2,1996,0
"22164",6,4876,0,6839,30,2,0,0,0,5,3,0,0,3,0,0,15,0,3,0,0,0,0,0,0,2,1,5,0,8,0,0,0,0,0,39,12,0,2,1996,0
"22165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22170",6,4875,0,6839,35,1,34,0,0,1,1,5,40,1,0,40,0,0,2,3,2,3,5,0,8,2,3,5,0,8,441,309,0,0,30848,39,10,10,1,1996,21030.8871417986
"22171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22174",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22186",6,5724,5,6840,47,2,0,1,11,2,2,1,36,3,0,0,20,0,3,0,0,0,0,0,0,2,1,5,0,8,663,319,0,0,12999,39,12,0,8,1996,8862.17913499221
"22187",6,6135,0,6840,44,1,44,1,15,1,1,5,44,1,5,20,10,15000,3,3,2,1,5,0,8,2,1,5,0,8,666,109,984,769,40998,39,12,12,1,1996,27950.7362240488
"22188",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22195",6,2705,0,6841,51,1,49,0,0,1,1,5,50,1,5,22,7,9999999,2,2,2,1,1,1,8,2,1,1,1,8,715,417,144,857,28540,39,13,13,1,1996,19457.3884539332
"22196",6,2227,0,6841,26,1,0,0,0,2,1,5,44,2,0,0,1,0,2,0,0,0,0,0,0,2,1,1,4,8,1,527,0,0,26459,10,16,0,2,1996,18038.6489524393
"22197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22199",6,6821,0,6843,42,1,46,1,11,2,3,0,0,1,5,0,6,0,2,2,2,1,5,0,0,2,1,5,0,0,0,0,925,839,0,4,12,12,1,1996,0
"22200",6,6581,3,6843,37,2,0,0,0,1,5,0,0,3,0,0,4,0,4,0,0,0,0,0,0,2,1,5,0,8,0,0,0,0,2499,4,12,0,3,1996,1703.71456714713
"22201",6,5593,1,6843,36,2,0,2,15,2,6,0,0,3,0,0,12,0,2,0,0,0,0,0,0,2,3,5,0,8,0,0,0,0,0,4,11,0,2,1996,0
"22202",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22203",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22206",6,5292,1,6843,63,1,61,1,12,1,4,0,0,1,0,30,0,0,4,5,9,9,9,0,99,9,9,9,0,99,0,0,0,0,0,4,99,99,1,1996,0
"22207",6,5592,0,6843,42,1,32,3,9,2,5,0,0,1,0,10,0,0,3,2,2,3,5,0,0,2,1,5,0,8,0,0,0,0,0,4,12,11,1,1996,0
"22208",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22212",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22213",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22214",6,5114,3,6845,34,2,0,4,4,5,1,5,33,3,0,0,25,0,1,0,0,0,0,0,0,2,1,5,0,8,310,697,0,0,14999,4,12,0,3,1996,10225.6961955341
"22215",6,2300,3,6845,30,2,0,2,5,5,1,5,25,3,0,0,12,0,4,0,0,0,0,0,0,2,1,5,0,8,321,697,0,0,6199,4,12,0,3,1996,4226.22112914968
"22216",6,2081,0,6845,28,2,0,1,3,5,1,1,40,3,0,0,5,0,3,0,0,0,0,0,0,7,2,5,0,8,310,627,0,0,10999,4,11,0,2,1996,7498.66207445029
"22217",6,2302,2,6845,21,1,19,2,1,1,1,1,40,1,5,20,20,0,3,2,2,1,5,0,0,2,3,5,0,8,630,798,315,408,2999,4,11,12,5,1996,2044.59383228261
"22218",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22221",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22224",6,2079,0,6845,62,1,59,1,15,1,4,0,0,1,0,40,10,0,3,2,2,1,5,0,8,2,1,5,0,8,0,0,0,0,0,4,12,12,1,1996,0
"22225",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22227",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22228",6,5933,2,6845,27,1,23,0,0,1,1,1,30,1,5,1,2,3000,1,1,1,1,5,0,10,2,1,5,0,10,283,658,283,657,11999,4,12,12,6,1996,8180.42060472125
"22229",6,6384,0,6845,38,1,36,4,2,1,1,5,48,1,0,42,1,5000,2,3,2,1,1,0,8,2,1,5,0,8,715,478,0,0,97996,4,12,12,1,1996,66809.608932433
"22230",6,6387,0,6845,37,1,39,0,0,4,1,5,40,1,5,15,0,29000,3,3,9,9,9,0,99,2,1,1,4,97,144,857,934,777,43221,4,16,99,1,1996,29466.2854368412
"22231",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
"22232",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,NA
