"","Release_number","interview_id","State","Family_comp_change","hd_wage","wf_wage","family_identifier","head_age","head_sex","wife_age","num_child","age_youngest_child","head_marital_status","hd_employ_status","hd_occ","hd_ind","hd_wtr_unemployed","hd_hrs_work_per_week","wtr_wf","wf_occ","wf_ind","wf_wtr_unemployed","wf_housework_hrs","hd_housework_hrs","hd_health","hd_weight","wf_health","wf_weight","wf_race","wf_wtr_hs","wf_wtr_college","wf_highest_yr_complete","wf_religion","hd_race","hd_wtr_hs","hd_wtr_college","hd_highest_yr_complete","hd_religion","hd_edu","wf_edu","hd_change_in_marital_status","Year","hd_adj_income"
"13451",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13452",3,4626,21,0,27500,13500,5073,37,1,36,3,6,1,1,381,219,5,40,1,372,857,5,20,1,1,175,2,140,2,1,5,0,5,2,1,5,0,3,4,4,1,1986,26554.3680190045
"13453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13454",3,2065,4,0,2000,0,5074,69,2,0,0,0,3,4,283,657,5,13,3,0,0,0,0,8,3,135,0,0,0,0,0,0,0,1,1,1,2,2,6,0,2,1986,1931.22676501851
"13455",3,2064,4,0,47300,1000,5074,39,1,37,3,1,1,1,64,677,5,40,1,0,0,0,30,5,1,150,3,163,1,1,5,0,14,1,1,1,5,2,7,4,1,1986,45673.5129926878
"13456",3,6176,4,0,53500,5500,5074,33,1,31,1,2,1,1,1,889,5,43,1,372,717,5,15,5,1,160,1,130,1,1,1,2,2,1,1,1,4,2,7,6,1,1986,51660.3159642451
"13457",3,2839,4,0,25600,2400,5075,55,1,57,0,0,1,4,245,697,5,2,1,305,697,5,30,0,3,215,1,160,1,1,1,4,11,1,1,1,1,3,6,7,1,1986,24719.7025922369
"13458",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13459",3,2833,4,0,21000,0,5075,28,1,26,2,3,1,1,245,697,5,40,1,0,0,0,20,5,1,180,2,230,1,1,1,1,14,1,1,1,2,11,6,6,1,1986,20277.8810326944
"13460",3,4132,4,0,17600,0,5075,26,1,0,0,0,2,1,245,897,5,45,2,0,0,0,0,14,2,184,0,0,0,0,0,0,0,1,1,1,5,0,8,0,2,1986,16994.7955321629
"13461",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13462",3,3569,4,1,18000,2400,5075,32,1,31,4,1,1,1,245,697,5,45,1,216,718,5,36,0,2,220,2,195,1,1,1,4,11,1,1,1,3,11,6,7,1,1986,17381.0408851666
"13463",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13464",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13465",3,5309,2,1,1500,8281,5077,66,1,53,2,4,1,2,962,839,5,40,1,372,839,5,40,24,4,195,2,200,1,2,5,0,9,1,3,5,0,9,2,3,1,1986,1448.42007376388
"13466",3,5291,9,1,25000,23000,5077,35,1,30,3,8,1,1,964,937,5,60,1,965,937,5,35,5,2,240,3,140,1,2,1,1,9,1,2,5,0,9,3,6,1,1986,24140.3345627314
"13467",3,6069,2,2,88000,0,5077,28,1,34,5,3,1,1,715,569,1,10,1,0,0,0,30,10,2,180,2,125,1,3,5,0,6,1,1,1,0,0,4,2,5,1986,84973.9776608144
"13468",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13471",3,5580,20,0,34000,200,5077,31,1,24,2,1,1,1,471,427,5,47,1,925,839,5,28,15,3,240,3,175,1,1,5,0,1,1,1,1,2,1,6,4,1,1986,32830.8550053147
"13472",3,4933,4,0,42460,1914,5077,39,1,34,1,1,1,1,3,188,5,50,1,264,619,5,20,6,3,175,3,190,1,1,1,2,9,1,1,1,4,9,7,6,1,1986,40999.944221343
"13473",3,6419,20,1,13490,1327,5077,30,1,26,1,1,1,1,600,917,5,55,1,0,0,0,30,8,2,180,2,165,1,1,5,0,0,1,1,5,0,1,5,4,1,1986,13026.1245300498
"13474",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13475",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13476",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13477",3,6123,4,0,34000,38000,5078,46,1,42,2,10,1,1,174,857,5,35,1,75,838,5,30,0,1,195,1,140,1,1,1,4,8,1,1,1,5,0,7,7,1,1986,32830.8550053147
"13478",3,3906,4,0,36900,0,5079,35,1,39,3,1,1,1,3,179,5,45,1,0,0,0,28,3,2,180,2,140,1,1,1,1,9,1,1,1,4,8,7,6,1,1986,35631.1338145915
"13479",3,6617,4,0,21438,5000,5082,52,1,51,0,0,1,1,245,857,5,40,1,382,857,5,14,4,2,200,2,138,2,1,1,0,12,2,1,1,1,12,6,5,1,1986,20700.8196942334
"13480",3,5150,4,0,15830,0,5082,25,2,0,0,0,2,1,305,427,5,60,3,0,0,0,0,99,2,160,0,0,0,0,0,0,0,2,1,1,1,0,6,0,2,1986,15285.6598451215
"13481",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13482",3,4753,4,1,0,4000,5083,57,1,52,0,0,1,3,0,0,0,0,1,916,857,5,15,10,4,190,4,160,2,1,1,1,0,2,1,5,0,3,4,6,1,1986,0
"13483",3,4658,4,0,0,0,5084,72,1,64,0,0,1,4,0,0,0,0,1,0,0,0,15,5,4,210,4,213,2,1,5,0,5,2,3,5,0,3,1,5,1,1986,0
"13484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13485",3,6311,4,0,7755,0,5084,34,2,0,3,8,4,6,0,0,0,0,3,0,0,0,0,3,4,205,0,0,0,0,0,0,0,2,2,5,0,3,3,0,2,1986,7488.33178135927
"13486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13487",3,4752,4,0,0,30000,5085,71,1,68,0,0,1,1,245,779,5,45,1,143,857,5,10,0,2,165,1,138,2,1,1,5,4,2,1,1,4,4,7,8,1,1986,0
"13488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13489",3,5429,4,0,0,0,5085,37,1,0,0,0,2,5,0,0,0,0,2,0,0,0,0,1,5,150,0,0,0,0,0,0,0,2,1,1,0,8,5,0,2,1986,0
"13490",3,6618,0,0,9000,0,5085,28,1,0,0,0,5,1,283,609,1,24,2,0,0,0,0,8,1,184,0,0,0,0,0,0,0,2,1,1,4,0,7,0,2,1986,8690.52044258329
"13491",3,5752,4,0,31000,15700,5085,28,1,27,1,2,1,1,964,927,5,40,1,372,937,5,15,5,4,203,4,135,2,1,1,2,3,2,1,1,4,14,7,6,1,1986,29934.0148577869
"13492",3,7002,4,0,2900,0,5085,38,1,0,0,0,4,3,0,0,0,0,2,0,0,0,0,1,2,200,0,0,0,0,0,0,0,2,1,1,4,9,6,0,2,1986,2800.27880927684
"13493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13494",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13495",3,1479,4,1,0,0,5087,64,2,0,0,0,4,4,0,0,0,0,3,0,0,0,0,5,4,160,0,0,0,0,0,0,0,1,1,5,0,8,4,0,2,1986,0
"13496",3,1192,4,0,57000,1756,5087,36,1,34,3,3,1,1,202,707,5,40,1,230,669,5,30,10,1,180,2,230,1,1,1,4,7,1,1,1,5,7,8,6,1,1986,55039.9628030275
"13497",3,6879,4,1,10000,13960,5087,26,1,26,0,0,2,3,751,67,1,40,1,370,849,5,10,8,3,165,2,130,1,1,1,0,14,1,3,1,0,3,5,4,1,1986,9656.13382509255
"13498",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13499",3,876,43,0,0,0,5091,70,2,0,0,0,2,3,0,0,0,0,3,0,0,0,0,1,3,125,0,0,0,0,0,0,0,1,1,5,0,0,4,0,2,1986,0
"13500",3,3449,4,0,7000,0,5092,57,2,0,0,0,3,1,283,637,5,32,3,0,0,0,0,26,1,150,0,0,0,0,0,0,0,1,3,5,0,2,3,0,2,1986,6759.29367756478
"13501",3,1135,4,0,0,0,5093,68,2,0,0,0,4,4,0,0,0,0,3,0,0,0,0,12,3,210,0,0,0,0,0,0,0,1,1,5,0,7,5,0,2,1986,0
"13502",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13503",3,4901,4,0,4400,0,5095,62,2,0,0,0,3,1,310,617,5,30,3,0,0,0,0,10,3,125,0,0,0,0,0,0,0,1,1,5,0,9,4,0,2,1986,4248.69888304072
"13504",3,6460,4,0,33000,0,5095,32,1,31,1,9,1,1,245,647,5,56,1,0,0,0,28,0,1,170,3,114,1,3,5,0,14,1,1,5,0,0,4,3,1,1986,31865.2416228054
"13505",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13507",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13508",3,3248,4,0,82420,5400,5095,38,1,34,2,16,1,1,245,69,5,40,1,315,937,5,60,10,3,165,3,135,1,3,5,0,0,1,1,1,2,4,6,3,1,1986,79585.8549864128
"13509",3,3246,4,1,16000,14000,5095,39,1,30,2,1,1,1,510,227,5,55,1,323,227,5,25,20,1,180,1,125,1,1,1,2,9,1,1,1,1,5,6,6,1,1986,15449.8141201481
"13510",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13511",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13512",3,3977,4,0,11700,0,5097,57,2,0,0,0,4,1,284,667,5,45,3,0,0,0,0,10,2,115,0,0,0,0,0,0,0,1,1,1,0,8,4,0,2,1986,11297.6765753583
"13513",3,6507,45,1,22060,0,5097,33,1,32,3,1,1,1,86,877,5,48,1,0,0,0,60,5,1,135,2,109,1,1,1,4,9,1,1,1,5,9,8,7,1,1986,21301.4312181542
"13514",3,3451,4,0,12500,0,5097,30,1,0,0,0,4,1,374,118,5,40,2,0,0,0,0,6,3,131,0,0,0,0,0,0,0,1,1,5,0,9,5,0,2,1986,12070.1672813657
"13515",3,6257,43,1,21700,5500,5097,28,1,27,3,1,1,1,153,227,5,40,1,0,0,0,40,15,2,135,2,130,1,1,1,2,1,1,1,5,0,1,5,6,1,1986,20953.8104004508
"13516",3,6650,4,0,0,27500,5097,38,1,37,0,0,1,6,0,0,0,0,1,391,227,5,2,45,3,135,3,130,1,2,1,2,2,1,1,5,0,8,4,6,1,1986,0
"13517",3,6335,4,0,27000,17000,5097,37,1,38,2,13,1,1,153,419,5,40,1,703,408,5,30,10,1,140,2,130,1,1,1,1,9,1,1,1,2,9,6,6,1,1986,26071.5613277499
"13518",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13519",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13520",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13521",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13522",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13523",3,6354,4,2,33000,0,5099,44,1,0,0,0,4,1,715,417,5,60,2,0,0,0,0,6,4,262,0,0,0,0,0,0,0,1,2,5,0,0,3,0,3,1986,31865.2416228054
"13524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13525",3,6680,4,1,30000,0,5099,23,1,0,0,0,2,1,284,607,1,40,2,0,0,0,0,1,1,180,0,0,0,0,0,0,0,1,1,1,1,0,6,0,2,1986,28968.4014752776
"13526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13527",3,6652,4,1,20000,10000,5099,45,1,40,0,0,1,1,280,999,5,37,1,310,749,5,45,20,2,200,2,130,1,3,1,0,9,1,1,1,1,11,6,4,1,1986,19312.2676501851
"13528",3,6646,4,0,19890,15789,5099,28,1,24,1,2,1,1,436,857,5,40,1,285,708,5,5,2,1,165,3,143,1,1,5,0,1,1,1,5,0,1,4,4,1,1986,19206.0501781091
"13529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13530",3,5430,4,0,23400,0,5100,41,1,0,0,0,4,1,245,628,5,60,2,0,0,0,0,99,3,165,0,0,0,0,0,0,0,2,1,5,0,9,4,0,2,1986,22595.3531507166
"13531",3,3057,4,0,26400,0,5101,46,1,0,0,0,4,1,245,199,5,40,2,0,0,0,0,15,2,155,0,0,0,0,0,0,0,1,2,1,4,0,7,0,2,1986,25492.1932982443
"13532",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13533",3,6121,37,0,43000,17000,5101,26,1,25,0,0,1,1,23,209,1,50,1,80,838,5,7,7,1,165,1,110,1,1,1,3,1,1,1,1,5,1,7,6,1,1986,41521.375447898
"13534",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13536",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13537",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13538",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13539",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13540",3,3369,4,1,31000,1765,5107,58,1,55,0,0,1,1,220,917,5,37,1,381,628,5,35,2,4,185,4,178,1,1,1,0,1,7,1,5,0,1,5,4,1,1986,29934.0148577869
"13541",3,3370,4,0,5500,19000,5107,33,1,33,2,3,1,1,755,19,5,40,1,441,748,5,25,20,1,135,1,160,1,1,1,2,9,1,2,1,2,0,6,6,1,1986,5310.8736038009
"13542",3,3368,4,0,1100,0,5107,31,2,0,1,7,2,3,0,0,0,0,3,0,0,0,0,10,1,107,0,0,0,0,0,0,0,1,2,5,0,1,3,0,2,1986,1062.17472076018
"13543",3,3233,4,3,6000,0,5107,29,2,0,2,3,5,1,310,697,5,25,3,0,0,0,0,12,2,130,0,0,0,0,0,0,0,7,3,5,0,1,3,0,3,1986,5793.68029505553
"13544",3,3234,4,0,26743,1410,5107,32,1,27,1,9,1,1,706,567,5,41,1,0,0,0,40,12,2,125,3,140,1,3,5,0,0,1,2,1,2,1,6,3,1,1986,25823.398688445
"13545",3,5534,4,0,16000,0,5107,30,1,0,0,0,4,1,755,19,5,40,2,0,0,0,0,14,3,175,0,0,0,0,0,0,0,1,3,5,0,1,3,0,2,1986,15449.8141201481
"13546",3,5533,4,0,1584,0,5107,24,1,0,0,0,2,1,755,19,5,50,2,0,0,0,0,3,3,135,0,0,0,0,0,0,0,1,1,1,1,1,6,0,2,1986,1529.53159789466
"13547",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13548",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13552",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13553",3,618,4,1,0,0,5109,73,2,0,1,12,4,4,0,0,0,0,3,0,0,0,0,21,3,102,0,0,0,0,0,0,0,4,3,5,0,1,3,0,2,1986,0
"13554",3,1238,24,0,2500,0,5109,29,2,0,0,0,5,1,915,669,1,40,3,0,0,0,0,15,2,94,0,0,0,0,0,0,0,4,2,1,1,1,6,0,2,1986,2414.03345627314
"13555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13557",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13558",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13560",3,3226,4,0,34000,0,5110,41,1,47,2,9,1,1,245,369,5,45,1,0,0,0,40,4,2,180,4,105,1,1,1,0,12,1,1,1,3,1,6,5,1,1986,32830.8550053147
"13561",3,4101,4,0,19000,0,5111,42,2,0,0,0,2,1,143,857,5,37,3,0,0,0,0,10,2,133,0,0,0,0,0,0,0,1,1,1,5,9,8,0,2,1986,18346.6542676758
"13562",3,1971,4,0,17000,0,5113,47,1,45,0,0,1,1,751,68,5,40,1,0,0,0,10,5,4,200,4,160,3,1,5,0,3,9,2,1,0,3,4,4,1,1986,16415.4275026573
"13563",3,3028,42,0,20000,17000,5113,25,1,26,0,0,1,1,285,448,1,40,1,225,708,5,11,8,2,190,2,120,1,1,1,1,3,1,1,1,3,3,6,6,1,1986,19312.2676501851
"13564",3,1973,4,0,3900,0,5113,21,1,0,0,0,5,7,0,0,0,0,2,0,0,0,0,0,1,140,0,0,0,0,0,0,0,1,3,5,0,3,3,0,2,1986,3765.89219178609
"13565",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13566",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,NA
"13568",3,3791,4,0,0,0,5115,68,2,0,0,0,4,5,0,0,0,0,3,0,0,0,0,48,5,101,0,0,0,0,0,0,0,1,1,5,0,0,4,0,2,1986,0
"13569",3,846,4,0,30500,31000,5117,47,1,35,0,0,4,1,112,858,5,50,1,5,739,5,15,15,1,165,1,133,1,1,1,5,0,1,1,1,5,0,8,8,1,1986,29451.2081665323
